Move_Component_New_Node,Move_Operation_Component,Move_Operation_New_Component_New_Node,UMLCloneNode,perfQ,#changes,reliability
0,0,0,4,-0.020823624423457882,3.69,-0.6579247506077714
0,0,0,4,-0.056888864770036324,4.92,-0.6579247506077714
0,0,0,4,-0.056888864770036324,4.92,-0.6579247506077714
0,0,0,4,-0.056888864770036324,4.92,-0.6579247506077714
0,0,0,4,-0.056888864770036324,4.92,-0.6579247506077714
0,0,0,4,-0.056888864770036324,4.92,-0.6579247506077714
0,0,0,4,-0.056888864770036324,4.92,-0.6579247506077714
0,0,0,4,-0.056888864770036324,4.92,-0.6579247506077714
0,0,0,4,-0.056888864770036324,4.92,-0.6579247506077714
0,0,0,4,-0.056888864770036324,4.92,-0.6579247506077714
0,0,0,4,-0.056888864770036324,4.92,-0.6579247506077714
0,0,0,4,-0.056888864770036324,4.92,-0.6579247506077714
0,0,0,4,-0.056888864770036324,4.92,-0.6579247506077714
0,0,0,4,-0.056888864770036324,4.92,-0.6579247506077714
0,0,0,4,-0.056888864770036324,4.92,-0.6579247506077714
0,0,0,4,-0.056888864770036324,4.92,-0.6579247506077714
0,0,1,3,-0.06657645322348123,6.7200000000000015,-0.7886953206077715
0,0,1,3,-0.06657645322348123,6.7200000000000015,-0.7886953206077715
0,0,1,3,-0.06657645322348123,6.7200000000000015,-0.7886953206077715
0,0,1,3,-0.06657645322348123,6.7200000000000015,-0.7886953206077715
0,0,1,3,-0.06657645322348123,6.7200000000000015,-0.7886953206077715
0,0,1,3,-0.053815526221855085,4.26,-0.7886953206077715
0,0,1,3,-0.053815526221855085,4.26,-0.7886953206077715
0,0,1,3,-0.053815526221855085,4.26,-0.7886953206077715
0,0,1,3,0.038059979906621015,3.69,-0.3023348505627286
0,0,1,3,0.038059979906621015,3.69,-0.3023348505627286
0,0,1,3,-0.0209827255841141,3.03,-0.7886953206077715
0,0,1,3,-0.06657645322348123,7.95,-0.7886953206077715
0,0,1,3,-0.06657645322348123,7.95,-0.7886953206077715
0,0,1,3,-0.06657645322348123,7.95,-0.7886953206077715
0,0,1,3,-0.03066968926281845,4.26,-0.7886953206077715
0,0,1,3,-0.06657645322348123,7.95,-0.7886953206077715
0,0,1,3,-0.06657645322348123,7.95,-0.7886953206077715
0,0,1,3,-0.06657645322348123,7.95,-0.7886953206077715
0,0,1,3,-0.06657645322348123,7.95,-0.7886953206077715
0,0,1,3,-0.056754748811366974,4.26,-0.5272448505627285
0,0,1,3,-0.03066968926281845,5.49,-0.7886953206077715
0,0,1,3,-0.03066968926281845,5.49,-0.7886953206077715
0,0,2,2,-0.053871219413415834,4.26,-0.7886953206077715
0,0,2,2,-0.053871219413415834,4.26,-0.7886953206077715
0,0,2,2,-0.053871219413415834,6.06,-0.7098348600450429
0,0,2,2,-0.053871219413415834,6.06,-0.7098348600450429
0,0,2,2,-0.0209827255841141,6.0600000000000005,-0.8471106006077714
0,0,2,2,-0.0209827255841141,6.0600000000000005,-0.8471106006077714
0,0,2,2,-0.0209827255841141,6.0600000000000005,-0.8471106006077714
0,0,2,2,-0.056891966255379074,7.29,-0.8471106006077714
0,0,2,2,-0.056891966255379074,7.29,-0.8471106006077714
0,0,2,2,-0.056891966255379074,7.29,-0.8471106006077714
0,0,2,2,-0.057022594526974564,6.06,-0.7856969869064596
0,0,2,2,-0.057022594526974564,6.06,-0.7856969869064596
0,0,2,2,-0.057022594526974564,6.06,-0.7856969869064596
0,0,2,2,-0.057022594526974564,6.06,-0.7856969869064596
0,0,2,2,-0.057022594526974564,6.06,-0.7856969869064596
0,0,2,2,-0.057022594526974564,6.06,-0.7856969869064596
0,0,2,2,-0.057022594526974564,6.06,-0.7856969869064596
0,0,3,1,-0.11615524906548105,5.4,-0.6550170868614167
0,0,3,1,-0.11615524906548105,5.4,-0.6550170868614167
0,0,3,1,-0.08045347982784147,6.630000000000001,-0.6534547015459473
0,0,3,1,-0.08045347982784147,6.630000000000001,-0.6534547015459473
0,0,3,1,-0.08045347982784147,6.630000000000001,-0.6534547015459473
0,0,3,1,-0.08045347982784147,6.630000000000001,-0.6534547015459473
0,0,3,1,-0.08045347982784147,6.630000000000001,-0.6534547015459473
0,0,3,1,-0.08045347982784147,6.630000000000001,-0.6534547015459473
0,0,3,1,-0.08045347982784147,6.630000000000001,-0.6534547015459473
0,0,3,1,-0.08045347982784147,6.630000000000001,-0.6534547015459473
0,0,3,1,-0.08045347982784147,6.630000000000001,-0.6534547015459473
0,0,3,1,-0.08045347982784147,6.630000000000001,-0.6534547015459473
0,0,3,1,-0.08045347982784147,6.630000000000001,-0.6534547015459473
0,0,3,1,-0.08045347982784147,6.630000000000001,-0.6534547015459473
0,0,3,1,-0.08022412467757196,6.63,-0.7856969869064596
0,0,3,1,-0.04726551941947323,6.63,-0.6558090868614167
0,0,3,1,-0.08310765407552309,6.63,-0.6256225168614167
0,0,3,1,-0.04726551941947323,6.63,-0.6558090868614167
0,0,3,1,-0.04726551941947323,6.63,-0.6558090868614167
0,0,3,1,-0.08310765407552309,6.63,-0.6256225168614167
0,0,3,1,-0.08310765407552309,6.63,-0.6256225168614167
0,0,3,1,-0.08310765407552309,6.63,-0.6256225168614167
0,0,3,1,-0.08310765407552309,6.63,-0.6256225168614167
0,0,3,1,-0.04726551941947323,6.63,-0.6558090868614167
0,0,3,1,-0.08310765407552309,6.63,-0.6256225168614167
0,0,3,1,-0.08310765407552309,6.63,-0.6256225168614167
0,0,3,1,-0.08310765407552309,6.63,-0.6256225168614167
0,0,3,1,-0.08310765407552309,6.63,-0.6256225168614167
0,0,3,1,-0.08310765407552309,6.63,-0.6256225168614167
0,0,3,1,-0.04726551941947323,6.63,-0.6558090868614167
0,0,3,1,-0.053871219413415834,5.4,-0.5791549600000001
0,0,3,1,-0.06879525778996452,9.09,-0.8465975606077715
0,0,3,1,-0.06879525778996452,9.09,-0.8465975606077715
0,0,3,1,-0.06879525778996452,9.09,-0.8465975606077715
0,0,3,1,-0.06879525778996452,9.09,-0.8465975606077715
0,0,3,1,-0.06879525778996452,9.09,-0.8465975606077715
0,0,3,1,-0.06879525778996452,9.09,-0.8465975606077715
0,0,3,1,-0.2561177420705167,6.63,-0.5497603900000001
0,0,3,1,-0.2561177420705167,6.63,-0.5497603900000001
0,0,3,1,-0.2561177420705167,6.63,-0.5497603900000001
0,0,3,1,-0.1161271440422292,5.4,-0.6550170868614167
0,0,3,1,-0.1161271440422292,5.4,-0.6550170868614167
0,0,3,1,-0.1161271440422292,5.4,-0.6550170868614167
0,0,3,1,-0.1161271440422292,5.4,-0.6550170868614167
0,0,3,1,-0.1161271440422292,5.4,-0.6550170868614167
0,0,3,1,-0.1161271440422292,5.4,-0.6550170868614167
0,0,3,1,-0.1161271440422292,5.4,-0.6550170868614167
0,0,3,1,-0.02635290526415612,6.63,-0.8435992269064596
0,0,3,1,-0.02635290526415612,6.63,-0.8435992269064596
0,0,3,1,-0.02635290526415612,6.63,-0.8435992269064596
0,0,3,1,-0.02635290526415612,6.63,-0.8435992269064596
0,0,3,1,-0.02635290526415612,6.63,-0.8435992269064596
0,0,3,1,-0.02635290526415612,6.63,-0.8435992269064596
0,0,3,1,-0.02635290526415612,6.63,-0.8435992269064596
0,0,3,1,-0.02635290526415612,6.63,-0.8435992269064596
0,0,3,1,-0.02635290526415612,6.63,-0.8435992269064596
0,0,3,1,-0.02635290526415612,6.63,-0.8435992269064596
0,0,3,1,-0.02635290526415612,6.63,-0.8435992269064596
0,0,3,1,-0.02635290526415612,6.63,-0.8435992269064596
0,0,3,1,-0.02635290526415612,6.63,-0.8435992269064596
0,0,3,1,-0.02635290526415612,6.63,-0.8435992269064596
0,1,0,3,-0.04435273105004309,4.92,-0.5918666058598052
0,1,0,3,-0.04435273105004309,4.92,-0.5918666058598052
0,1,0,3,-0.04435273105004309,4.92,-0.5918666058598052
0,1,0,3,-0.04435273105004309,4.92,-0.5918666058598052
0,1,0,3,-0.04435273105004309,4.92,-0.5918666058598052
0,1,0,3,-0.04435273105004309,4.92,-0.5918666058598052
0,1,0,3,-0.04435273105004309,4.92,-0.5918666058598052
0,1,0,3,-0.04435273105004309,4.92,-0.5918666058598052
0,1,0,3,-0.04435273105004309,4.92,-0.5918666058598052
0,1,0,3,-0.04435273105004309,4.92,-0.5918666058598052
0,1,0,3,0.07435008844670031,3.69,-0.6572941043577715
0,1,0,3,0.07435008844670031,3.69,-0.6572941043577715
0,1,0,3,-0.034676290600571834,3.69,-0.5923044726626379
0,1,0,3,-0.030669010596780445,3.69,-0.6655310388077714
0,1,0,3,-0.030669010596780445,3.69,-0.6655310388077714
0,1,0,3,0.04913656573306036,2.46,-0.6655310388077714
0,1,0,3,-0.030669010596780445,3.69,-0.6655310388077714
0,1,0,3,-0.030669010596780445,3.69,-0.6655310388077714
0,1,0,3,0.04913656573306036,2.46,-0.6655310388077714
0,1,0,3,-0.21854137389365355,4.92,-0.6639234006077714
0,1,0,3,-0.005972108782376976,3.69,-0.6639234006077714
0,1,0,3,-0.005972108782376976,3.69,-0.6639234006077714
0,1,0,3,-0.005972108782376976,3.69,-0.6639234006077714
0,1,0,3,-0.005972108782376976,3.69,-0.6639234006077714
0,1,0,3,-0.005972108782376976,3.69,-0.6639234006077714
0,1,0,3,-0.005972108782376976,3.69,-0.6639234006077714
0,1,0,3,-0.005972108782376976,3.69,-0.6639234006077714
0,1,0,3,-0.005972108782376976,3.69,-0.6639234006077714
0,1,0,3,-0.005972108782376976,3.69,-0.6639234006077714
0,1,0,3,-0.005972108782376976,3.69,-0.6639234006077714
0,1,0,3,-0.005972108782376976,3.69,-0.6639234006077714
0,1,0,3,-0.005972108782376976,3.69,-0.6639234006077714
0,1,1,2,-0.053871219413415834,4.26,-0.7886953206077715
0,1,1,2,-0.053871219413415834,4.26,-0.7886953206077715
0,1,1,2,-0.053871219413415834,4.26,-0.7886953206077715
0,1,1,2,-0.053871219413415834,4.26,-0.7886953206077715
0,1,1,2,-0.053871219413415834,4.26,-0.7886953206077715
0,1,1,2,-0.053871219413415834,4.26,-0.7886953206077715
0,1,1,2,-0.053871219413415834,4.26,-0.7886953206077715
0,1,1,2,-0.053871219413415834,4.26,-0.7886953206077715
0,1,1,2,-0.053871219413415834,4.26,-0.7886953206077715
0,1,1,2,-0.006868863322590036,4.26,-0.5359550685627286
0,1,1,2,-0.1648235885111434,5.49,-0.5825182020450429
0,1,1,2,-0.1648235885111434,5.49,-0.5825182020450429
0,1,1,2,-0.1648235885111434,5.49,-0.5825182020450429
0,1,1,2,-0.1648235885111434,5.49,-0.5825182020450429
0,1,1,2,-0.1648235885111434,5.49,-0.5825182020450429
0,1,1,2,-0.1648235885111434,5.49,-0.5825182020450429
0,1,1,2,-0.1648235885111434,5.49,-0.5825182020450429
0,1,1,2,0.05882352941176471,6.7200000000000015,-0.7912570182077715
0,1,1,2,-0.06772388559052979,4.26,-0.7230750426626379
0,1,1,2,-0.06772388559052979,4.26,-0.7230750426626379
0,1,1,2,-0.06772388559052979,4.26,-0.7230750426626379
0,1,1,2,-0.06772388559052979,4.26,-0.7230750426626379
0,1,1,2,-0.06772388559052979,4.26,-0.7230750426626379
0,1,1,2,0.05028062791411804,3.03,-0.3049057168614168
0,1,1,2,0.05028062791411804,3.03,-0.3049057168614168
0,1,1,2,0.05028062791411804,3.03,-0.3049057168614168
0,1,1,2,0.013230932346962418,9.18,-0.7909815056077715
0,1,1,2,0.013230932346962418,9.18,-0.7909815056077715
0,1,1,2,-0.17618451067002172,5.49,-0.5556946300450429
0,1,1,2,-0.17618451067002172,5.49,-0.5556946300450429
0,1,1,2,-0.17618451067002172,5.49,-0.5556946300450429
0,1,1,2,-0.17618451067002172,5.49,-0.5556946300450429
0,1,1,2,-0.17618451067002172,5.49,-0.5556946300450429
0,1,1,2,-0.17618451067002172,5.49,-0.5556946300450429
0,1,1,2,-0.17618451067002172,5.49,-0.5556946300450429
0,1,1,2,-0.17618451067002172,5.49,-0.5556946300450429
0,1,1,2,-0.17618451067002172,5.49,-0.5556946300450429
0,1,1,2,-0.17618451067002172,5.49,-0.5556946300450429
0,1,1,2,-0.11736098125825704,4.26,-0.5556946300450429
0,1,1,2,-0.17618451067002172,5.49,-0.5556946300450429
0,1,1,2,-0.17618451067002172,5.49,-0.5556946300450429
0,1,1,2,-0.08707478845467266,7.950000000000001,-0.7886953206077715
0,1,1,2,-0.08707478845467266,7.950000000000001,-0.7886953206077715
0,1,1,2,-0.08707478845467266,7.950000000000001,-0.7886953206077715
0,1,1,2,-0.08707478845467266,7.950000000000001,-0.7886953206077715
0,1,1,2,-0.08707478845467266,7.950000000000001,-0.7886953206077715
0,1,1,2,-0.08707478845467266,7.950000000000001,-0.7886953206077715
0,1,1,2,-0.08707478845467266,7.950000000000001,-0.7886953206077715
0,1,1,2,-0.08707478845467266,7.950000000000001,-0.7886953206077715
0,1,1,2,-0.08707478845467266,7.950000000000001,-0.7886953206077715
0,1,1,2,-0.08707478845467266,7.950000000000001,-0.7886953206077715
0,1,1,2,-0.08707478845467266,7.950000000000001,-0.7886953206077715
0,1,1,2,-0.03590896991577722,7.950000000000001,-0.7898314710077715
0,1,1,2,-0.06657645322348123,6.72,-0.7886953206077715
0,1,1,2,-0.06657645322348123,6.72,-0.7886953206077715
0,1,1,2,-0.06657645322348123,6.72,-0.7886953206077715
0,1,1,2,-0.06657645322348123,6.72,-0.7886953206077715
0,1,1,2,-0.06657645322348123,6.72,-0.7886953206077715
0,1,1,2,-0.06657645322348123,6.72,-0.7886953206077715
0,1,1,2,-0.06657645322348123,6.72,-0.7886953206077715
0,1,1,2,-0.09171202324106643,6.72,-0.43983364056272856
0,1,1,2,-0.09171202324106643,6.72,-0.43983364056272856
0,1,1,2,-0.09171202324106643,6.72,-0.43983364056272856
0,1,1,2,-0.004003644313763142,3.03,-0.28920613154594715
0,1,1,2,0.11764618679620227,4.26,-0.29279959
0,1,1,2,-0.004003644313763142,3.03,-0.28920613154594715
0,1,1,2,-0.004003644313763142,3.03,-0.28920613154594715
0,1,1,2,-0.13862443759405846,5.49,-0.7920930534077715
0,1,1,2,-0.1647785585884558,5.49,-0.2985139168614167
0,1,1,2,-0.13862443759405846,5.49,-0.7920930534077715
0,1,1,2,-0.13862443759405846,5.49,-0.7920930534077715
0,1,1,2,-0.13862443759405846,5.49,-0.7920930534077715
0,1,1,2,-0.13862443759405846,5.49,-0.7920930534077715
0,1,1,2,-0.13862443759405846,5.49,-0.7920930534077715
0,1,1,2,-0.13862443759405846,5.49,-0.7920930534077715
0,1,1,2,-0.13862443759405846,5.49,-0.7920930534077715
0,1,1,2,-0.13862443759405846,5.49,-0.7920930534077715
0,1,1,2,-0.13862443759405846,5.49,-0.7920930534077715
0,1,1,2,-0.13862443759405846,5.49,-0.7920930534077715
0,1,1,2,-0.13862443759405846,5.49,-0.7920930534077715
0,1,1,2,-0.13862443759405846,5.49,-0.7920930534077715
0,1,1,2,-0.13862443759405846,5.49,-0.7920930534077715
0,1,1,2,-0.08022412467757196,4.26,-0.7254025510598329
0,1,1,2,0.02561602259561705,5.49,-0.7915557606077714
0,1,1,2,-0.0209827255841141,5.49,-0.7912570182077715
0,1,1,2,-0.0209827255841141,5.49,-0.7912570182077715
0,1,1,2,-0.0209827255841141,5.49,-0.7912570182077715
0,1,1,2,0.02561602259561705,5.49,-0.7915557606077714
0,1,1,2,-0.0209827255841141,5.49,-0.7912570182077715
0,1,1,2,-0.0209827255841141,5.49,-0.7912570182077715
0,1,1,2,-0.02635290526415612,4.26,-0.5946319810598328
0,1,2,1,-0.057021915860936565,7.29,-0.6508382580450429
0,1,2,1,-0.057021915860936565,7.29,-0.6508382580450429
0,1,2,1,-0.057021915860936565,7.29,-0.6508382580450429
0,1,2,1,-0.057021915860936565,7.29,-0.6508382580450429
0,1,2,1,-0.057021915860936565,7.29,-0.6508382580450429
0,1,2,1,-0.057021915860936565,7.29,-0.6508382580450429
0,1,2,1,-0.057021915860936565,7.29,-0.6508382580450429
0,1,2,1,-0.057021915860936565,7.29,-0.6508382580450429
0,1,2,1,-0.057021915860936565,7.29,-0.6508382580450429
0,1,2,1,-0.057021915860936565,7.29,-0.6508382580450429
0,1,2,1,-0.057021915860936565,7.29,-0.6508382580450429
0,1,2,1,-0.057021915860936565,7.29,-0.6508382580450429
0,1,2,1,-0.08022412467757196,4.83,-0.7856969869064596
0,1,2,1,-0.08022412467757196,4.83,-0.7856969869064596
0,1,2,1,-0.0209827255841141,6.06,-0.8471106006077714
0,1,2,1,-0.0209827255841141,6.06,-0.8471106006077714
0,1,2,1,-0.0209827255841141,6.06,-0.8471106006077714
0,1,2,1,-0.08022412467757196,6.06,-0.7856969869064596
0,1,2,1,0.025935035582462962,6.06,-0.4541190994000001
0,1,2,1,0.025935035582462962,6.06,-0.4541190994000001
0,1,2,1,-0.06223878205430276,6.0600000000000005,-0.5242465168614167
0,1,2,1,-0.07174323521644364,6.0600000000000005,-0.29547079000000004
0,1,2,1,-0.07174323521644364,6.0600000000000005,-0.29547079000000004
0,1,2,1,-0.07174323521644364,6.0600000000000005,-0.29547079000000004
0,1,2,1,-0.07174323521644364,6.0600000000000005,-0.29547079000000004
0,1,2,1,-0.05447714735551806,8.52,-0.7881240269064597
0,1,2,1,-0.07174323521644364,6.0600000000000005,-0.29547079000000004
0,1,2,1,-0.05447714735551806,8.52,-0.7881240269064597
0,1,2,1,-0.05447714735551806,8.52,-0.7881240269064597
0,1,2,1,-0.05447714735551806,8.52,-0.7881240269064597
0,1,2,1,-0.05447714735551806,8.52,-0.7881240269064597
0,1,2,1,-0.02635290526415612,4.83,-0.5242465168614167
0,1,2,1,-0.02635290526415612,4.83,-0.5242465168614167
0,1,2,1,-0.02635290526415612,4.83,-0.5242465168614167
0,1,2,1,-0.08019571031027421,4.83,-0.7856969869064596
0,1,2,1,-0.08019571031027421,4.83,-0.7856969869064596
0,1,2,1,-0.08019571031027421,4.83,-0.7856969869064596
0,1,2,1,-0.08019571031027421,4.83,-0.7856969869064596
0,1,2,1,-0.08019571031027421,4.83,-0.7856969869064596
0,1,2,1,-0.08019571031027421,4.83,-0.7856969869064596
0,1,2,1,-0.08019571031027421,4.83,-0.7856969869064596
0,1,2,1,-0.08019571031027421,4.83,-0.7856969869064596
0,1,2,1,-0.08019571031027421,4.83,-0.7856969869064596
0,1,2,1,-0.05924139909345786,4.83,-0.7833047910598329
0,1,2,1,-0.05924139909345786,4.83,-0.7833047910598329
